region,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
arizona,14510,no,basic,high school or below,1/25/11,employed,m,60120,urban,married,182,30,21,0,6,personal auto,personal l3,offer2,branch,716,luxury car,medsize
california,11009,yes,premium,bachelor,1/24/11,employed,f,51643,suburban,single,283,16,43,0,1,corporate auto,corporate l3,offer2,agent,1358,luxury car,medsize
california,21991,no,basic,college,1/12/11,employed,f,80807,rural,married,109,1,73,0,2,personal auto,personal l3,offer2,branch,132,suv,large
arizona,4633,no,basic,college,1/15/11,medical leave,m,27132,suburban,single,63,32,59,1,4,personal auto,personal l1,offer1,branch,302,four-door car,medsize
california,5272,no,basic,doctor,2/18/11,employed,m,85607,rural,single,66,26,1,0,3,personal auto,personal l2,offer2,agent,67,four-door car,medsize
arizona,4340,no,basic,college,1/6/11,unemployed,m,66186,suburban,single,62,22,39,0,6,personal auto,personal l2,offer3,branch,446,four-door car,medsize
california,5488,no,basic,high school or below,2/17/11,employed,f,33881,rural,married,68,11,83,0,9,personal auto,personal l3,offer2,web,65,four-door car,large
california,14228,no,extended,bachelor,1/16/11,employed,m,31650,suburban,married,121,25,17,0,2,personal auto,personal l3,offer1,branch,580,suv,medsize
california,12840,no,extended,college,2/3/11,unemployed,f,95885,suburban,single,90,1,94,0,2,personal auto,personal l2,offer1,call center,648,two-door car,large
arizona,2673,no,basic,master,2/13/11,employed,m,28728,suburban,married,67,8,10,0,1,personal auto,personal l3,offer4,branch,321,four-door car,small
oregon,5332,yes,basic,doctor,2/22/11,employed,f,68931,urban,married,66,32,30,0,7,corporate auto,corporate l2,offer2,branch,309,four-door car,medsize
arizona,10064,no,extended,high school or below,2/3/11,employed,f,20440,suburban,married,128,11,54,2,9,corporate auto,corporate l3,offer3,branch,614,sports car,medsize
washington,8972,no,basic,bachelor,1/27/11,employed,m,89689,rural,divorced,74,13,4,0,2,personal auto,personal l3,offer1,branch,136,four-door car,large
california,8197,no,basic,college,1/6/11,unemployed,f,31280,suburban,married,110,27,87,0,3,personal auto,personal l3,offer2,agent,528,suv,medsize
oregon,3514,no,extended,bachelor,2/23/11,employed,f,73643,rural,single,89,2,2,0,1,corporate auto,corporate l3,offer2,agent,147,four-door car,medsize
california,4293,no,basic,college,1/31/11,unemployed,f,19741,suburban,single,61,18,15,0,8,corporate auto,corporate l3,offer1,agent,292,two-door car,large
arizona,3567,yes,basic,bachelor,1/7/11,unemployed,m,54967,suburban,married,102,28,11,0,1,corporate auto,corporate l2,offer2,agent,660,suv,medsize
arizona,2580,yes,basic,college,2/9/11,employed,m,46900,suburban,married,66,13,59,0,1,personal auto,personal l2,offer2,web,316,sports car,medsize
nevada,46805,no,extended,high school or below,2/25/11,employed,m,83006,urban,married,235,8,61,1,2,personal auto,personal l1,offer3,agent,1065,luxury suv,small
washington,2666,no,basic,bachelor,2/8/11,employed,f,79251,suburban,married,67,10,32,1,1,personal auto,personal l3,offer2,web,321,four-door car,medsize
california,13057,no,basic,college,2/13/11,unemployed,m,23711,suburban,single,190,9,67,0,7,personal auto,personal l3,offer3,branch,1833,luxury suv,small
california,5823,no,basic,high school or below,1/31/11,employed,f,88359,rural,divorced,73,1,49,0,9,personal auto,personal l3,offer2,call center,35,two-door car,medsize
california,9536,no,extended,bachelor,1/7/11,employed,f,62421,suburban,divorced,80,22,50,2,2,corporate auto,corporate l3,offer1,call center,384,four-door car,medsize
nevada,8107,no,extended,college,1/23/11,unemployed,m,94879,suburban,married,76,0,91,0,2,corporate auto,corporate l1,offer3,branch,364,two-door car,small
california,3484,no,extended,bachelor,1/10/11,employed,m,34307,rural,divorced,92,33,62,2,1,personal auto,personal l3,offer1,call center,186,four-door car,medsize
oregon,34039,no,basic,college,1/28/11,unemployed,m,54567,suburban,divorced,104,26,66,0,2,personal auto,personal l3,offer2,agent,499,sports car,medsize
washington,7995,no,basic,high school or below,1/2/11,employed,f,66685,rural,married,67,35,50,2,2,personal auto,personal l2,offer2,call center,38,two-door car,large
arizona,11611,no,extended,bachelor,2/11/11,employed,m,28915,suburban,single,76,10,49,0,2,personal auto,personal l3,offer4,web,364,four-door car,medsize
nevada,4454,no,basic,college,2/22/11,unemployed,f,22228,suburban,single,68,5,72,1,3,personal auto,personal l3,offer1,branch,326,four-door car,large
arizona,5395,no,basic,bachelor,2/24/11,unemployed,f,68177,suburban,married,74,13,30,0,4,personal auto,personal l2,offer3,web,355,four-door car,medsize
arizona,8447,no,basic,bachelor,2/18/11,employed,f,61337,rural,married,105,35,46,0,9,personal auto,personal l2,offer1,call center,2,suv,medsize
arizona,2927,no,basic,bachelor,2/14/11,employed,f,75685,suburban,married,73,35,47,0,1,personal auto,personal l3,offer2,agent,369,four-door car,small
arizona,2960,no,extended,high school or below,2/5/11,unemployed,f,75296,suburban,single,82,0,28,0,1,personal auto,personal l2,offer1,agent,590,four-door car,medsize
washington,6582,no,basic,high school or below,2/15/11,unemployed,f,95357,suburban,single,62,3,44,0,2,special auto,special l3,offer1,agent,297,four-door car,medsize
washington,2693,no,basic,master,1/15/11,employed,f,63684,suburban,single,68,7,87,3,1,personal auto,personal l3,offer2,agent,343,two-door car,medsize
california,2844,no,basic,bachelor,2/6/11,employed,m,80306,suburban,divorced,71,11,12,0,1,corporate auto,corporate l1,offer3,call center,340,two-door car,medsize
california,6331,no,extended,bachelor,2/21/11,unemployed,f,50416,rural,married,87,3,82,0,3,personal auto,personal l2,offer1,branch,94,suv,small
arizona,5837,no,basic,doctor,1/10/11,employed,m,83308,suburban,married,73,11,81,0,7,personal auto,personal l2,offer3,agent,419,four-door car,medsize
california,4727,no,basic,bachelor,1/3/11,unemployed,m,20120,suburban,single,72,23,7,0,3,personal auto,personal l2,offer2,call center,345,four-door car,medsize
washington,4434,no,premium,high school or below,1/13/11,employed,m,34549,rural,married,111,8,78,0,1,personal auto,personal l2,offer2,web,125,four-door car,medsize
california,5568,yes,extended,high school or below,1/1/11,unemployed,m,43898,suburban,single,79,21,53,1,7,corporate auto,corporate l3,offer1,agent,407,two-door car,medsize
washington,7031,no,extended,master,1/24/11,retired,m,16224,suburban,married,93,13,55,0,9,corporate auto,corporate l1,offer3,web,498,four-door car,medsize
california,2449,no,basic,high school or below,2/4/11,employed,m,47122,suburban,single,62,6,77,0,1,personal auto,personal l2,offer2,branch,297,two-door car,medsize
arizona,2504,no,basic,college,1/9/11,unemployed,m,37845,suburban,single,69,23,15,0,1,personal auto,personal l2,offer2,branch,496,four-door car,medsize
california,9095,yes,basic,college,1/11/11,employed,m,37937,suburban,married,116,11,42,0,5,personal auto,personal l2,offer2,call center,556,suv,medsize
nevada,8071,no,basic,high school or below,2/18/11,unemployed,m,75789,suburban,single,112,3,84,0,7,personal auto,personal l3,offer1,web,806,suv,small
oregon,15032,no,basic,college,1/17/11,medical leave,m,17150,suburban,married,65,28,19,0,2,personal auto,personal l2,offer1,agent,689,two-door car,medsize
arizona,8256,yes,basic,bachelor,1/25/11,employed,f,62902,rural,married,69,14,94,0,2,personal auto,personal l3,offer2,web,159,two-door car,medsize
oregon,11009,yes,premium,bachelor,1/24/11,employed,f,51643,suburban,single,283,16,43,0,1,special auto,special l3,offer2,agent,1358,luxury car,medsize
california,5318,yes,basic,bachelor,1/12/11,employed,f,25134,suburban,married,67,3,0,0,6,personal auto,personal l3,offer2,call center,321,four-door car,small
arizona,4733,no,basic,bachelor,1/6/11,unemployed,f,72488,suburban,married,62,5,41,0,3,corporate auto,corporate l3,offer1,agent,740,four-door car,small
california,33473,yes,basic,bachelor,1/11/11,employed,f,33190,suburban,divorced,106,18,95,0,2,personal auto,personal l3,offer1,web,508,suv,medsize
oregon,4550,no,premium,high school or below,2/8/11,disabled,f,17913,suburban,married,116,0,39,0,1,personal auto,personal l3,offer3,web,556,four-door car,small
california,4772,yes,extended,high school or below,2/18/11,retired,m,20993,suburban,divorced,133,35,90,0,1,personal auto,personal l3,offer2,agent,638,suv,medsize
arizona,6285,no,extended,college,2/28/11,employed,m,52210,suburban,married,80,6,74,0,9,personal auto,personal l1,offer1,branch,384,four-door car,medsize
oregon,4434,no,basic,bachelor,2/20/11,employed,f,58082,rural,married,112,31,66,1,1,personal auto,personal l3,offer1,call center,103,suv,medsize
oregon,17254,no,basic,bachelor,1/14/11,unemployed,m,80104,suburban,married,69,33,49,1,2,personal auto,personal l1,offer1,agent,331,four-door car,medsize
oregon,2915,no,basic,college,1/8/11,employed,m,86599,suburban,married,73,32,89,0,1,corporate auto,corporate l1,offer2,web,350,four-door car,medsize
oregon,15762,no,basic,bachelor,2/15/11,employed,f,44362,rural,married,66,15,75,0,2,corporate auto,corporate l3,offer2,call center,142,four-door car,small
oregon,4273,no,premium,bachelor,1/30/11,employed,f,82214,rural,married,106,11,19,1,1,personal auto,personal l1,offer3,branch,239,four-door car,medsize
nevada,2816,no,basic,high school or below,2/16/11,employed,f,41228,suburban,single,71,19,13,0,1,personal auto,personal l3,offer1,branch,340,four-door car,small
nevada,5548,yes,basic,bachelor,1/13/11,employed,m,67798,suburban,divorced,69,1,78,0,9,personal auto,personal l3,offer1,agent,331,four-door car,medsize
oregon,32654,no,premium,bachelor,2/23/11,unemployed,m,91035,suburban,single,153,7,75,0,2,personal auto,personal l3,offer3,branch,1101,suv,medsize
nevada,7687,no,basic,bachelor,2/26/11,unemployed,f,36222,suburban,divorced,109,0,5,0,3,personal auto,personal l1,offer3,call center,523,suv,medsize
arizona,4151,no,basic,master,2/17/11,unemployed,f,13087,urban,single,61,0,71,0,9,personal auto,personal l2,offer1,web,208,two-door car,medsize
california,2927,no,basic,bachelor,2/15/11,employed,m,51991,rural,married,73,4,95,0,1,personal auto,personal l3,offer2,web,124,four-door car,medsize
california,2943,no,extended,high school or below,1/18/11,unemployed,f,78516,suburban,single,81,16,23,0,1,personal auto,personal l3,offer4,branch,388,two-door car,large
oregon,5320,no,basic,high school or below,2/25/11,employed,f,88669,urban,married,66,9,18,1,4,personal auto,personal l2,offer1,call center,213,four-door car,medsize
oregon,4858,no,basic,high school or below,1/3/11,unemployed,m,44668,suburban,single,67,10,79,1,3,personal auto,personal l1,offer2,branch,482,four-door car,medsize
arizona,7590,no,basic,high school or below,1/2/11,disabled,m,10375,suburban,married,66,10,95,0,2,personal auto,personal l3,offer1,branch,316,two-door car,medsize
oregon,4605,yes,basic,college,1/28/11,medical leave,f,22571,suburban,single,63,29,51,0,9,corporate auto,corporate l3,offer2,web,302,four-door car,large
california,7555,no,premium,college,2/25/11,unemployed,m,78188,suburban,single,114,20,50,2,3,personal auto,personal l3,offer1,branch,820,four-door car,medsize
oregon,9587,no,premium,bachelor,1/31/11,employed,m,84539,rural,married,119,10,71,0,4,personal auto,personal l3,offer1,call center,65,four-door car,medsize
oregon,2780,no,basic,high school or below,1/12/11,disabled,f,20261,suburban,divorced,72,4,55,0,1,personal auto,personal l2,offer4,web,345,four-door car,medsize
oregon,4784,no,basic,bachelor,1/26/11,employed,f,25813,urban,divorced,61,16,97,0,8,personal auto,personal l1,offer3,agent,205,four-door car,medsize
oregon,4873,no,extended,high school or below,2/18/11,employed,m,47824,urban,married,129,8,56,3,1,personal auto,personal l2,offer4,agent,546,suv,medsize
oregon,4786,no,basic,bachelor,1/26/11,unemployed,f,98744,suburban,single,68,4,67,0,9,corporate auto,corporate l1,offer1,agent,489,four-door car,small
california,15994,no,premium,bachelor,2/16/11,unemployed,m,61418,suburban,single,159,19,75,0,2,personal auto,personal l3,offer1,web,1410,suv,medsize
washington,5395,no,basic,bachelor,2/15/11,employed,f,86640,rural,married,67,2,25,0,5,personal auto,personal l1,offer2,web,65,four-door car,medsize
oregon,2356,no,basic,bachelor,2/4/11,unemployed,m,87818,suburban,married,63,22,94,0,1,personal auto,personal l3,offer1,agent,302,four-door car,medsize
washington,5133,no,basic,master,2/10/11,employed,m,53390,urban,married,64,13,41,0,5,personal auto,personal l2,offer3,branch,278,four-door car,medsize
oregon,4996,no,basic,college,2/8/11,employed,f,25915,suburban,single,64,13,62,0,7,corporate auto,corporate l3,offer1,agent,317,two-door car,medsize
oregon,4455,no,extended,high school or below,2/20/11,unemployed,f,94393,suburban,married,121,16,64,0,1,personal auto,personal l3,offer4,agent,699,suv,medsize
washington,3921,no,extended,college,1/20/11,employed,f,62445,suburban,married,98,19,12,1,1,personal auto,personal l2,offer2,call center,681,four-door car,small
arizona,20171,no,basic,doctor,2/1/11,employed,m,24804,suburban,married,73,19,98,0,2,personal auto,personal l2,offer3,call center,350,two-door car,small
oregon,5528,yes,basic,bachelor,1/19/11,employed,m,36088,suburban,single,72,16,31,0,9,corporate auto,corporate l3,offer1,agent,345,four-door car,medsize
california,4077,no,basic,bachelor,1/20/11,employed,f,53093,rural,divorced,103,3,62,0,1,corporate auto,corporate l2,offer2,call center,98,suv,medsize
arizona,4917,no,basic,high school or below,1/22/11,unemployed,m,97293,suburban,single,71,27,81,0,5,personal auto,personal l3,offer1,web,511,two-door car,medsize
oregon,5686,no,basic,high school or below,1/13/11,employed,m,30242,rural,married,72,30,23,0,3,personal auto,personal l3,offer2,branch,48,four-door car,medsize
california,8025,no,extended,college,1/26/11,unemployed,f,27873,rural,single,77,17,26,0,2,personal auto,personal l3,offer3,branch,25,two-door car,large
oregon,4165,no,premium,bachelor,1/20/11,employed,m,58299,suburban,married,105,30,22,0,1,personal auto,personal l3,offer1,branch,504,four-door car,medsize
oregon,19259,no,premium,master,1/26/11,employed,f,35973,suburban,married,159,5,97,0,2,personal auto,personal l2,offer1,call center,763,sports car,large
arizona,2486,no,basic,college,2/18/11,employed,m,36635,suburban,married,63,20,28,0,1,corporate auto,corporate l2,offer4,agent,302,four-door car,small
california,5948,no,premium,high school or below,2/20/11,employed,f,88122,suburban,married,148,15,10,0,1,corporate auto,corporate l2,offer2,call center,840,suv,medsize
oregon,10996,no,basic,high school or below,1/2/11,unemployed,f,77043,suburban,single,104,29,73,0,2,personal auto,personal l2,offer3,branch,748,suv,medsize
nevada,4803,no,basic,high school or below,2/24/11,unemployed,m,25068,suburban,single,69,31,25,0,7,corporate auto,corporate l2,offer1,call center,496,four-door car,small
california,7761,no,extended,college,2/24/11,employed,f,43137,suburban,married,96,8,41,0,8,personal auto,personal l3,offer2,call center,460,two-door car,large
california,4334,yes,extended,bachelor,2/27/11,retired,f,23904,suburban,single,123,1,67,3,1,corporate auto,corporate l1,offer1,agent,590,suv,medsize
california,7695,no,basic,bachelor,1/24/11,employed,m,50147,suburban,single,101,4,37,0,3,personal auto,personal l2,offer1,branch,484,suv,medsize
california,2397,yes,basic,high school or below,1/29/11,retired,f,22283,suburban,divorced,65,16,93,0,1,corporate auto,corporate l3,offer1,branch,572,four-door car,medsize
nevada,42561,no,basic,master,1/10/11,employed,m,66661,suburban,single,119,23,41,0,2,personal auto,personal l2,offer1,agent,571,suv,medsize
